Date,Value,Date,Value,Date,Value,Date,Value,Date,Value,Date,Value,Date,Value,Date,Value,Date,Value,Date,Value
2016-05-09T18:20:00.000Z,9.599411,2016-05-09T18:20:00.000Z,8.158593,2016-05-09T18:20:00.000Z,8.053242,2016-05-09T18:20:00.000Z,5.139586926,2016-05-09T18:20:00.000Z,6.220748,2016-05-09T18:20:00.000Z,6.503716,2016-05-09T18:20:00.000Z,3.472159,2016-05-09T18:20:00.000Z,2.238641,2016-05-09T18:20:00.000Z,3.541183,2016-05-09T18:20:00.000Z,2.191365004
2016-05-09T18:25:00.000Z,9.612578392,2016-05-09T18:25:00.000Z,8.152486,2016-05-09T18:25:00.000Z,8.071977,2016-05-09T18:25:00.000Z,5.145236,2016-05-09T18:25:00.000Z,6.218533993,2016-05-09T18:25:00.000Z,6.468039,2016-05-09T18:25:00.000Z,3.442853,2016-05-09T18:25:00.000Z,2.238602,2016-05-09T18:25:00.000Z,3.537822,2016-05-09T18:25:00.000Z,2.194417
2016-05-09T18:30:00.000Z,9.620397568,2016-05-09T18:30:00.000Z,8.182860374,2016-05-09T18:30:00.000Z,8.08144,2016-05-09T18:30:00.000Z,5.154928207,2016-05-09T18:30:00.000Z,6.220938,2016-05-09T18:30:00.000Z,6.496389866,2016-05-09T18:30:00.000Z,3.451095104,2016-05-09T18:30:00.000Z,2.224293,2016-05-09T18:30:00.000Z,3.513977,2016-05-09T18:30:00.000Z,2.213953018
2016-05-09T18:35:00.000Z,9.608456,2016-05-09T18:35:00.000Z,8.176948,2016-05-09T18:35:00.000Z,8.082584381,2016-05-09T18:35:00.000Z,5.168437004,2016-05-09T18:35:00.000Z,6.247114182,2016-05-09T18:35:00.000Z,6.473152161,2016-05-09T18:35:00.000Z,3.444455,2016-05-09T18:35:00.000Z,2.223684,2016-05-09T18:35:00.000Z,3.518708,2016-05-09T18:35:00.000Z,2.206895113
2016-05-09T18:40:00.000Z,9.617995,2016-05-09T18:40:00.000Z,8.178891182,2016-05-09T18:40:00.000Z,8.082471,2016-05-09T18:40:00.000Z,5.144053,2016-05-09T18:40:00.000Z,6.557249069,2016-05-09T18:40:00.000Z,6.473189,2016-05-09T18:40:00.000Z,3.445905924,2016-05-09T18:40:00.000Z,2.225134,2016-05-09T18:40:00.000Z,3.50875,2016-05-09T18:40:00.000Z,2.209336996
2016-05-09T18:45:00.000Z,9.593843,2016-05-09T18:45:00.000Z,8.174998283,2016-05-09T18:45:00.000Z,8.081516266,2016-05-09T18:45:00.000Z,5.165459156,2016-05-09T18:45:00.000Z,7.798093,2016-05-09T18:45:00.000Z,6.473535,2016-05-09T18:45:00.000Z,3.437014,2016-05-09T18:45:00.000Z,2.264509,2016-05-09T18:45:00.000Z,3.52447,2016-05-09T18:45:00.000Z,2.198651075
2016-05-09T18:50:00.000Z,9.609103203,2016-05-09T18:50:00.000Z,8.175877571,2016-05-09T18:50:00.000Z,8.083957672,2016-05-09T18:50:00.000Z,5.142793,2016-05-09T18:50:00.000Z,7.796678066,2016-05-09T18:50:00.000Z,6.473152161,2016-05-09T18:50:00.000Z,3.434344,2016-05-09T18:50:00.000Z,2.221737,2016-05-09T18:50:00.000Z,3.485627,2016-05-09T18:50:00.000Z,2.205864906
2016-05-09T18:55:00.000Z,9.612348,2016-05-09T18:55:00.000Z,8.151380539,2016-05-09T18:55:00.000Z,8.093232155,2016-05-09T18:55:00.000Z,5.152716,2016-05-09T18:55:00.000Z,7.795573235,2016-05-09T18:55:00.000Z,6.466664791,2016-05-09T18:55:00.000Z,3.444531918,2016-05-09T18:55:00.000Z,2.213344,2016-05-09T18:55:00.000Z,3.491694,2016-05-09T18:55:00.000Z,2.214525938
2016-05-09T19:00:00.000Z,9.613493,2016-05-09T19:00:00.000Z,8.158859,2016-05-09T19:00:00.000Z,8.065224648,2016-05-09T19:00:00.000Z,5.127683,2016-05-09T19:00:00.000Z,7.816789,2016-05-09T19:00:00.000Z,6.491162777,2016-05-09T19:00:00.000Z,3.455328941,2016-05-09T19:00:00.000Z,2.224293,2016-05-09T19:00:00.000Z,3.465212,2016-05-09T19:00:00.000Z,2.203574896
2016-05-09T19:05:00.000Z,9.59659,2016-05-09T19:05:00.000Z,8.133945,2016-05-09T19:05:00.000Z,8.101244,2016-05-09T19:05:00.000Z,5.154658794,2016-05-09T19:05:00.000Z,7.82026,2016-05-09T19:05:00.000Z,6.505507,2016-05-09T19:05:00.000Z,3.437280893,2016-05-09T19:05:00.000Z,2.22788,2016-05-09T19:05:00.000Z,3.486885,2016-05-09T19:05:00.000Z,2.178695917
2016-05-09T19:10:00.000Z,9.586324692,2016-05-09T19:10:00.000Z,8.121696,2016-05-09T19:10:00.000Z,8.086476,2016-05-09T19:10:00.000Z,5.150194,2016-05-09T19:10:00.000Z,7.826592922,2016-05-09T19:10:00.000Z,6.497648,2016-05-09T19:10:00.000Z,3.424614,2016-05-09T19:10:00.000Z,2.230017,2016-05-09T19:10:00.000Z,3.48761,2016-05-09T19:10:00.000Z,2.223912001
2016-05-09T19:15:00.000Z,9.583425,2016-05-09T19:15:00.000Z,8.127685547,2016-05-09T19:15:00.000Z,8.087848663,2016-05-09T19:15:00.000Z,5.134017,2016-05-09T19:15:00.000Z,7.873374939,2016-05-09T19:15:00.000Z,6.488569,2016-05-09T19:15:00.000Z,3.401684,2016-05-09T19:15:00.000Z,2.201704,2016-05-09T19:15:00.000Z,3.497609,2016-05-09T19:15:00.000Z,2.223835945
2016-05-09T19:20:00.000Z,9.624670029,2016-05-09T19:20:00.000Z,8.106166,2016-05-09T19:20:00.000Z,8.111201286,2016-05-09T19:20:00.000Z,5.156339,2016-05-09T19:20:00.000Z,7.864902973,2016-05-09T19:20:00.000Z,6.475327969,2016-05-09T19:20:00.000Z,3.411449909,2016-05-09T19:20:00.000Z,2.20533,2016-05-09T19:20:00.000Z,3.446897,2016-05-09T19:20:00.000Z,2.205786943
2016-05-09T19:25:00.000Z,9.595137,2016-05-09T19:25:00.000Z,8.08697319,2016-05-09T19:25:00.000Z,8.091094,2016-05-09T19:25:00.000Z,5.177361965,2016-05-09T19:25:00.000Z,7.876655,2016-05-09T19:25:00.000Z,6.478036,2016-05-09T19:25:00.000Z,3.42656,2016-05-09T19:25:00.000Z,2.245891,2016-05-09T19:25:00.000Z,3.464526,2016-05-09T19:25:00.000Z,2.207885981
2016-05-09T19:30:00.000Z,9.623185,2016-05-09T19:30:00.000Z,8.079188347,2016-05-09T19:30:00.000Z,8.100518227,2016-05-09T19:30:00.000Z,5.16069,2016-05-09T19:30:00.000Z,7.873258114,2016-05-09T19:30:00.000Z,6.491123199,2016-05-09T19:30:00.000Z,3.433505,2016-05-09T19:30:00.000Z,2.236656,2016-05-09T19:30:00.000Z,3.431826,2016-05-09T19:30:00.000Z,2.209755898
2016-05-09T19:35:00.000Z,9.615018845,2016-05-09T19:35:00.000Z,8.052747726,2016-05-09T19:35:00.000Z,8.095480919,2016-05-09T19:35:00.000Z,5.132492,2016-05-09T19:35:00.000Z,7.891154,2016-05-09T19:35:00.000Z,6.482728,2016-05-09T19:35:00.000Z,3.41454196,2016-05-09T19:35:00.000Z,2.237724,2016-05-09T19:35:00.000Z,3.421257,2016-05-09T19:35:00.000Z,2.206247091
2016-05-09T19:40:00.000Z,9.627039909,2016-05-09T19:40:00.000Z,8.061600685,2016-05-09T19:40:00.000Z,8.099527,2016-05-09T19:40:00.000Z,5.17553091,2016-05-09T19:40:00.000Z,7.906456,2016-05-09T19:40:00.000Z,6.484597206,2016-05-09T19:40:00.000Z,3.434497,2016-05-09T19:40:00.000Z,2.631424,2016-05-09T19:40:00.000Z,3.407063,2016-05-09T19:40:00.000Z,2.199415922
2016-05-09T19:45:00.000Z,9.633677,2016-05-09T19:45:00.000Z,8.029469,2016-05-09T19:45:00.000Z,8.100062,2016-05-09T19:45:00.000Z,5.134739876,2016-05-09T19:45:00.000Z,7.900580883,2016-05-09T19:45:00.000Z,6.493186,2016-05-09T19:45:00.000Z,3.440067053,2016-05-09T19:45:00.000Z,3.583116,2016-05-09T19:45:00.000Z,3.442816,2016-05-09T19:45:00.000Z,2.204108953
2016-05-09T19:50:00.000Z,9.624976158,2016-05-09T19:50:00.000Z,8.020847,2016-05-09T19:50:00.000Z,8.117307,2016-05-09T19:50:00.000Z,5.166106,2016-05-09T19:50:00.000Z,7.893404961,2016-05-09T19:50:00.000Z,6.506690979,2016-05-09T19:50:00.000Z,3.39962101,2016-05-09T19:50:00.000Z,3.598721,2016-05-09T19:50:00.000Z,3.412594,2016-05-09T19:50:00.000Z,2.212847948
2016-05-09T19:55:00.000Z,9.621543,2016-05-09T19:55:00.000Z,8.005205154,2016-05-09T19:55:00.000Z,8.122571945,2016-05-09T19:55:00.000Z,5.177895069,2016-05-09T19:55:00.000Z,7.921794891,2016-05-09T19:55:00.000Z,6.495511055,2016-05-09T19:55:00.000Z,3.432284117,2016-05-09T19:55:00.000Z,3.607193,2016-05-09T19:55:00.000Z,3.436595,2016-05-09T19:55:00.000Z,2.185947895
2016-05-09T20:00:00.000Z,9.625244141,2016-05-09T20:00:00.000Z,8.027029991,2016-05-09T20:00:00.000Z,8.126120567,2016-05-09T20:00:00.000Z,5.157408,2016-05-09T20:00:00.000Z,7.891728,2016-05-09T20:00:00.000Z,6.512108803,2016-05-09T20:00:00.000Z,3.439570904,2016-05-09T20:00:00.000Z,3.60849,2016-05-09T20:00:00.000Z,3.414274,2016-05-09T20:00:00.000Z,2.178086042
2016-05-09T20:05:00.000Z,9.585983,2016-05-09T20:05:00.000Z,8.023901939,2016-05-09T20:05:00.000Z,8.119405746,2016-05-09T20:05:00.000Z,5.120778084,2016-05-09T20:05:00.000Z,7.902869,2016-05-09T20:05:00.000Z,6.497038,2016-05-09T20:05:00.000Z,3.425911,2016-05-09T20:05:00.000Z,3.616846,2016-05-09T20:05:00.000Z,3.443998,2016-05-09T20:05:00.000Z,2.202583075
2016-05-09T20:10:00.000Z,9.608838081,2016-05-09T20:10:00.000Z,8.053511,2016-05-09T20:10:00.000Z,8.128107,2016-05-09T20:10:00.000Z,5.140275002,2016-05-09T20:10:00.000Z,7.891267776,2016-05-09T20:10:00.000Z,6.486431,2016-05-09T20:10:00.000Z,3.430528,2016-05-09T20:10:00.000Z,3.596736,2016-05-09T20:10:00.000Z,3.409925,2016-05-09T20:10:00.000Z,2.212274075
2016-05-09T20:15:00.000Z,9.613377,2016-05-09T20:15:00.000Z,8.04587841,2016-05-09T20:15:00.000Z,8.113912582,2016-05-09T20:15:00.000Z,5.155461788,2016-05-09T20:15:00.000Z,7.903212,2016-05-09T20:15:00.000Z,6.486925,2016-05-09T20:15:00.000Z,3.430565119,2016-05-09T20:15:00.000Z,3.619327,2016-05-09T20:15:00.000Z,3.415344,2016-05-09T20:15:00.000Z,2.206245899
2016-05-09T20:20:00.000Z,9.63215,2016-05-09T20:20:00.000Z,8.01043,2016-05-09T20:20:00.000Z,8.124940872,2016-05-09T20:20:00.000Z,5.139854908,2016-05-09T20:20:00.000Z,7.907599926,2016-05-09T20:20:00.000Z,6.490246773,2016-05-09T20:20:00.000Z,3.445524,2016-05-09T20:20:00.000Z,3.593761,2016-05-09T20:20:00.000Z,3.398362,2016-05-09T20:20:00.000Z,2.22082305
2016-05-09T20:25:00.000Z,9.61124,2016-05-09T20:25:00.000Z,7.988874,2016-05-09T20:25:00.000Z,8.133255959,2016-05-09T20:25:00.000Z,5.155345,2016-05-09T20:25:00.000Z,7.922861,2016-05-09T20:25:00.000Z,6.509284973,2016-05-09T20:25:00.000Z,3.428010941,2016-05-09T20:25:00.000Z,3.593037,2016-05-09T20:25:00.000Z,3.396111,2016-05-09T20:25:00.000Z,2.189115047
2016-05-09T20:30:00.000Z,9.6299,2016-05-09T20:30:00.000Z,7.995511055,2016-05-09T20:30:00.000Z,8.135318,2016-05-09T20:30:00.000Z,5.162900925,2016-05-09T20:30:00.000Z,7.90771389,2016-05-09T20:30:00.000Z,6.480899,2016-05-09T20:30:00.000Z,3.442435026,2016-05-09T20:30:00.000Z,3.594714,2016-05-09T20:30:00.000Z,3.408474,2016-05-09T20:30:00.000Z,2.205367088
2016-05-09T20:35:00.000Z,9.597006798,2016-05-09T20:35:00.000Z,7.964757919,2016-05-09T20:35:00.000Z,8.144283295,2016-05-09T20:35:00.000Z,5.152409,2016-05-09T20:35:00.000Z,7.89184,2016-05-09T20:35:00.000Z,6.49444294,2016-05-09T20:35:00.000Z,3.498486042,2016-05-09T20:35:00.000Z,3.60933,2016-05-09T20:35:00.000Z,3.396873,2016-05-09T20:35:00.000Z,2.192015886
2016-05-09T20:40:00.000Z,9.61662,2016-05-09T20:40:00.000Z,7.973,2016-05-09T20:40:00.000Z,8.144245,2016-05-09T20:40:00.000Z,5.132071972,2016-05-09T20:40:00.000Z,7.902183056,2016-05-09T20:40:00.000Z,6.492230892,2016-05-09T20:40:00.000Z,3.50275898,2016-05-09T20:40:00.000Z,3.594144,2016-05-09T20:40:00.000Z,3.40691,2016-05-09T20:40:00.000Z,2.202964067
2016-05-09T20:45:00.000Z,9.604603767,2016-05-09T20:45:00.000Z,7.972010136,2016-05-09T20:45:00.000Z,8.142643,2016-05-09T20:45:00.000Z,5.163014,2016-05-09T20:45:00.000Z,7.902372837,2016-05-09T20:45:00.000Z,6.528364182,2016-05-09T20:45:00.000Z,3.481276035,2016-05-09T20:45:00.000Z,3.598645,2016-05-09T20:45:00.000Z,3.395387,2016-05-09T20:45:00.000Z,2.187855005
2016-05-09T20:50:00.000Z,9.591856003,2016-05-09T20:50:00.000Z,7.960485935,2016-05-09T20:50:00.000Z,8.141306877,2016-05-09T20:50:00.000Z,5.173851,2016-05-09T20:50:00.000Z,7.920461,2016-05-09T20:50:00.000Z,6.486962,2016-05-09T20:50:00.000Z,3.506461,2016-05-09T20:50:00.000Z,3.624478,2016-05-09T20:50:00.000Z,3.384894,2016-05-09T20:50:00.000Z,2.203079939
2016-05-09T20:55:00.000Z,9.620477,2016-05-09T20:55:00.000Z,8.001196861,2016-05-09T20:55:00.000Z,8.159966469,2016-05-09T20:55:00.000Z,5.149587154,2016-05-09T20:55:00.000Z,7.873602,2016-05-09T20:55:00.000Z,6.499517918,2016-05-09T20:55:00.000Z,3.499743938,2016-05-09T20:55:00.000Z,3.612915,2016-05-09T20:55:00.000Z,3.375393,2016-05-09T20:55:00.000Z,2.217577934
2016-05-09T21:00:00.000Z,9.629289,2016-05-09T21:00:00.000Z,8.022413,2016-05-09T21:00:00.000Z,8.157027245,2016-05-09T21:00:00.000Z,5.170418,2016-05-09T21:00:00.000Z,7.917026043,2016-05-09T21:00:00.000Z,6.513215065,2016-05-09T21:00:00.000Z,3.47627902,2016-05-09T21:00:00.000Z,3.623219,2016-05-09T21:00:00.000Z,3.416066,2016-05-09T21:00:00.000Z,2.197050095
2016-05-09T21:05:00.000Z,9.622381,2016-05-09T21:05:00.000Z,8.052364,2016-05-09T21:05:00.000Z,8.170269,2016-05-09T21:05:00.000Z,5.155232,2016-05-09T21:05:00.000Z,7.902526855,2016-05-09T21:05:00.000Z,6.495319,2016-05-09T21:05:00.000Z,3.496121,2016-05-09T21:05:00.000Z,3.594525,2016-05-09T21:05:00.000Z,3.389243,2016-05-09T21:05:00.000Z,2.239289045
2016-05-09T21:10:00.000Z,9.625207,2016-05-09T21:10:00.000Z,8.046412468,2016-05-09T21:10:00.000Z,8.150578,2016-05-09T21:10:00.000Z,5.17969,2016-05-09T21:10:00.000Z,7.926565,2016-05-09T21:10:00.000Z,6.479943,2016-05-09T21:10:00.000Z,3.474256039,2016-05-09T21:10:00.000Z,3.633291,2016-05-09T21:10:00.000Z,3.402371,2016-05-09T21:10:00.000Z,2.187549114
2016-05-09T21:15:00.000Z,9.608380318,2016-05-09T21:15:00.000Z,8.066331,2016-05-09T21:15:00.000Z,8.162447,2016-05-09T21:15:00.000Z,5.130697,2016-05-09T21:15:00.000Z,7.906799,2016-05-09T21:15:00.000Z,6.516418934,2016-05-09T21:15:00.000Z,3.49261,2016-05-09T21:15:00.000Z,3.624516,2016-05-09T21:15:00.000Z,3.396456,2016-05-09T21:15:00.000Z,2.19727993
2016-05-09T21:20:00.000Z,9.600749969,2016-05-09T21:20:00.000Z,8.056943893,2016-05-09T21:20:00.000Z,8.122419357,2016-05-09T21:20:00.000Z,5.119252,2016-05-09T21:20:00.000Z,7.917253017,2016-05-09T21:20:00.000Z,6.460140228,2016-05-09T21:20:00.000Z,3.502491951,2016-05-09T21:20:00.000Z,3.622073,2016-05-09T21:20:00.000Z,3.415495,2016-05-09T21:20:00.000Z,2.217196941
2016-05-09T21:25:00.000Z,9.615859,2016-05-09T21:25:00.000Z,8.094832,2016-05-09T21:25:00.000Z,8.171832085,2016-05-09T21:25:00.000Z,5.138864,2016-05-09T21:25:00.000Z,7.926868,2016-05-09T21:25:00.000Z,6.490361,2016-05-09T21:25:00.000Z,3.486465931,2016-05-09T21:25:00.000Z,3.618906,2016-05-09T21:25:00.000Z,3.433047,2016-05-09T21:25:00.000Z,2.222615004
2016-05-09T21:30:00.000Z,9.613798141,2016-05-09T21:30:00.000Z,8.099564552,2016-05-09T21:30:00.000Z,8.163284302,2016-05-09T21:30:00.000Z,5.130660057,2016-05-09T21:30:00.000Z,7.925418854,2016-05-09T21:30:00.000Z,6.501884,2016-05-09T21:30:00.000Z,3.499401,2016-05-09T21:30:00.000Z,3.583496,2016-05-09T21:30:00.000Z,3.435069,2016-05-09T21:30:00.000Z,2.20616889
2016-05-09T21:35:00.000Z,9.637379,2016-05-09T21:35:00.000Z,8.110858,2016-05-09T21:35:00.000Z,8.167941,2016-05-09T21:35:00.000Z,5.152295113,2016-05-09T21:35:00.000Z,7.91988802,2016-05-09T21:35:00.000Z,6.481315,2016-05-09T21:35:00.000Z,3.5073,2016-05-09T21:35:00.000Z,3.631917,2016-05-09T21:35:00.000Z,3.431102,2016-05-09T21:35:00.000Z,2.219753027
2016-05-09T21:40:00.000Z,9.608875275,2016-05-09T21:40:00.000Z,8.090788,2016-05-09T21:40:00.000Z,8.169390678,2016-05-09T21:40:00.000Z,5.125242,2016-05-09T21:40:00.000Z,7.928853035,2016-05-09T21:40:00.000Z,6.483033,2016-05-09T21:40:00.000Z,3.512182951,2016-05-09T21:40:00.000Z,3.608986,2016-05-09T21:40:00.000Z,3.46483,2016-05-09T21:40:00.000Z,2.22635293
2016-05-09T21:45:00.000Z,9.620245934,2016-05-09T21:45:00.000Z,8.113071442,2016-05-09T21:45:00.000Z,8.15519619,2016-05-09T21:45:00.000Z,5.145542145,2016-05-09T21:45:00.000Z,7.910118,2016-05-09T21:45:00.000Z,6.452165,2016-05-09T21:45:00.000Z,3.498104,2016-05-09T21:45:00.000Z,3.631765,2016-05-09T21:45:00.000Z,3.452734,2016-05-09T21:45:00.000Z,2.230513096
2016-05-09T21:50:00.000Z,9.620093,2016-05-09T21:50:00.000Z,8.112652,2016-05-09T21:50:00.000Z,8.18347,2016-05-09T21:50:00.000Z,5.143671,2016-05-09T21:50:00.000Z,7.964643,2016-05-09T21:50:00.000Z,6.475174904,2016-05-09T21:50:00.000Z,3.504019,2016-05-09T21:50:00.000Z,3.603034,2016-05-09T21:50:00.000Z,3.468646,2016-05-09T21:50:00.000Z,2.214829922
2016-05-09T21:55:00.000Z,9.628945,2016-05-09T21:55:00.000Z,8.111470222,2016-05-09T21:55:00.000Z,8.18969059,2016-05-09T21:55:00.000Z,5.139972,2016-05-09T21:55:00.000Z,7.926679134,2016-05-09T21:55:00.000Z,6.434804,2016-05-09T21:55:00.000Z,3.51268,2016-05-09T21:55:00.000Z,3.635695,2016-05-09T21:55:00.000Z,3.445868,2016-05-09T21:55:00.000Z,2.180453062
2016-05-09T22:00:00.000Z,9.617234,2016-05-09T22:00:00.000Z,8.114866257,2016-05-09T22:00:00.000Z,8.187666,2016-05-09T22:00:00.000Z,5.122647762,2016-05-09T22:00:00.000Z,7.975978,2016-05-09T22:00:00.000Z,6.434766,2016-05-09T22:00:00.000Z,3.502263,2016-05-09T22:00:00.000Z,3.62257,2016-05-09T22:00:00.000Z,3.481315,2016-05-09T22:00:00.000Z,2.236959934
2016-05-09T22:05:00.000Z,9.622191,2016-05-09T22:05:00.000Z,8.128450394,2016-05-09T22:05:00.000Z,8.237269,2016-05-09T22:05:00.000Z,5.137871,2016-05-09T22:05:00.000Z,7.941483,2016-05-09T22:05:00.000Z,6.452432156,2016-05-09T22:05:00.000Z,3.502341986,2016-05-09T22:05:00.000Z,3.623295,2016-05-09T22:05:00.000Z,3.483414,2016-05-09T22:05:00.000Z,2.207123995
2016-05-09T22:10:00.000Z,9.616393,2016-05-09T22:10:00.000Z,8.104335785,2016-05-09T22:10:00.000Z,8.243109,2016-05-09T22:10:00.000Z,5.116504,2016-05-09T22:10:00.000Z,7.938202,2016-05-09T22:10:00.000Z,6.420115,2016-05-09T22:10:00.000Z,3.501729012,2016-05-09T22:10:00.000Z,3.616082,2016-05-09T22:10:00.000Z,3.488221,2016-05-09T22:10:00.000Z,2.223835945
2016-05-09T22:15:00.000Z,9.623605728,2016-05-09T22:15:00.000Z,8.129136086,2016-05-09T22:15:00.000Z,8.224412918,2016-05-09T22:15:00.000Z,5.138558865,2016-05-09T22:15:00.000Z,7.964911,2016-05-09T22:15:00.000Z,6.445794,2016-05-09T22:15:00.000Z,3.512107,2016-05-09T22:15:00.000Z,3.609978,2016-05-09T22:15:00.000Z,3.520576,2016-05-09T22:15:00.000Z,2.215670109
2016-05-09T22:20:00.000Z,9.630396,2016-05-09T22:20:00.000Z,8.117536,2016-05-09T22:20:00.000Z,8.25508976,2016-05-09T22:20:00.000Z,5.130583,2016-05-09T22:20:00.000Z,7.961361885,2016-05-09T22:20:00.000Z,6.441253185,2016-05-09T22:20:00.000Z,3.495469,2016-05-09T22:20:00.000Z,3.609979,2016-05-09T22:20:00.000Z,3.479217,2016-05-09T22:20:00.000Z,2.179497957
2016-05-09T22:25:00.000Z,9.624635696,2016-05-09T22:25:00.000Z,8.134247,2016-05-09T22:25:00.000Z,8.253183,2016-05-09T22:25:00.000Z,5.144052029,2016-05-09T22:25:00.000Z,7.983034134,2016-05-09T22:25:00.000Z,6.433051,2016-05-09T22:25:00.000Z,3.515235901,2016-05-09T22:25:00.000Z,3.628712,2016-05-09T22:25:00.000Z,3.476087,2016-05-09T22:25:00.000Z,2.225780964
2016-05-09T22:30:00.000Z,9.635738,2016-05-09T22:30:00.000Z,8.118643761,2016-05-09T22:30:00.000Z,8.250547409,2016-05-09T22:30:00.000Z,5.129898,2016-05-09T22:30:00.000Z,7.9867,2016-05-09T22:30:00.000Z,6.413856983,2016-05-09T22:30:00.000Z,3.506040096,2016-05-09T22:30:00.000Z,3.635544,2016-05-09T22:30:00.000Z,3.499363,2016-05-09T22:30:00.000Z,2.208230972
2016-05-09T22:35:00.000Z,9.627343,2016-05-09T22:35:00.000Z,8.105287552,2016-05-09T22:35:00.000Z,8.244214058,2016-05-09T22:35:00.000Z,5.132909775,2016-05-09T22:35:00.000Z,7.976129055,2016-05-09T22:35:00.000Z,6.393214226,2016-05-09T22:35:00.000Z,3.488602,2016-05-09T22:35:00.000Z,3.617419,2016-05-09T22:35:00.000Z,3.498104,2016-05-09T22:35:00.000Z,2.206361055
2016-05-09T22:40:00.000Z,9.63657856,2016-05-09T22:40:00.000Z,8.111124992,2016-05-09T22:40:00.000Z,8.259058,2016-05-09T22:40:00.000Z,5.120204926,2016-05-09T22:40:00.000Z,7.984293938,2016-05-09T22:40:00.000Z,6.406569004,2016-05-09T22:40:00.000Z,3.523783,2016-05-09T22:40:00.000Z,3.611542,2016-05-09T22:40:00.000Z,3.50028,2016-05-09T22:40:00.000Z,2.210823059
2016-05-09T22:45:00.000Z,9.635774612,2016-05-09T22:45:00.000Z,8.116584,2016-05-09T22:45:00.000Z,8.254709244,2016-05-09T22:45:00.000Z,5.116466,2016-05-09T22:45:00.000Z,7.988683,2016-05-09T22:45:00.000Z,6.401837826,2016-05-09T22:45:00.000Z,3.501385,2016-05-09T22:45:00.000Z,3.656681,2016-05-09T22:45:00.000Z,3.480095,2016-05-09T22:45:00.000Z,2.231925964
2016-05-09T22:50:00.000Z,9.644931793,2016-05-09T22:50:00.000Z,8.118144989,2016-05-09T22:50:00.000Z,8.256271362,2016-05-09T22:50:00.000Z,5.136765,2016-05-09T22:50:00.000Z,7.973382,2016-05-09T22:50:00.000Z,6.379707,2016-05-09T22:50:00.000Z,3.518554926,2016-05-09T22:50:00.000Z,3.627875,2016-05-09T22:50:00.000Z,3.487762,2016-05-09T22:50:00.000Z,2.220515966
2016-05-09T22:55:00.000Z,9.112654,2016-05-09T22:55:00.000Z,8.109141,2016-05-09T22:55:00.000Z,8.241735,2016-05-09T22:55:00.000Z,5.121119976,2016-05-09T22:55:00.000Z,7.975519,2016-05-09T22:55:00.000Z,6.384666,2016-05-09T22:55:00.000Z,3.51264,2016-05-09T22:55:00.000Z,3.624552,2016-05-09T22:55:00.000Z,3.492074,2016-05-09T22:55:00.000Z,2.196552992
2016-05-09T23:00:00.000Z,8.147678375,2016-05-09T23:00:00.000Z,8.10921669,2016-05-09T23:00:00.000Z,8.266879082,2016-05-09T23:00:00.000Z,5.125241,2016-05-09T23:00:00.000Z,8.002838,2016-05-09T23:00:00.000Z,6.375205,2016-05-09T23:00:00.000Z,3.538893,2016-05-09T23:00:00.000Z,3.636497,2016-05-09T23:00:00.000Z,3.499896,2016-05-09T23:00:00.000Z,2.232918024
2016-05-09T23:05:00.000Z,8.163628578,2016-05-09T23:05:00.000Z,8.089798,2016-05-09T23:05:00.000Z,8.245130539,2016-05-09T23:05:00.000Z,5.13928318,2016-05-09T23:05:00.000Z,7.994024,2016-05-09T23:05:00.000Z,6.355898,2016-05-09T23:05:00.000Z,3.521723032,2016-05-09T23:05:00.000Z,3.609139,2016-05-09T23:05:00.000Z,3.497533,2016-05-09T23:05:00.000Z,2.245966911
2016-05-09T23:10:00.000Z,8.147678375,2016-05-09T23:10:00.000Z,8.110097,2016-05-09T23:10:00.000Z,8.241734,2016-05-09T23:10:00.000Z,5.103378,2016-05-09T23:10:00.000Z,8.004057884,2016-05-09T23:10:00.000Z,6.364024,2016-05-09T23:10:00.000Z,3.51497,2016-05-09T23:10:00.000Z,3.613908,2016-05-09T23:10:00.000Z,3.486314,2016-05-09T23:10:00.000Z,2.221127033
2016-05-09T23:15:00.000Z,8.158669,2016-05-09T23:15:00.000Z,8.080526,2016-05-09T23:15:00.000Z,8.243792534,2016-05-09T23:15:00.000Z,5.111430168,2016-05-09T23:15:00.000Z,8.00093,2016-05-09T23:15:00.000Z,6.346355915,2016-05-09T23:15:00.000Z,3.520844936,2016-05-09T23:15:00.000Z,3.594107,2016-05-09T23:15:00.000Z,3.499668,2016-05-09T23:15:00.000Z,2.221622944
2016-05-09T23:20:00.000Z,8.13428688,2016-05-09T23:20:00.000Z,8.031648,2016-05-09T23:20:00.000Z,8.250015,2016-05-09T23:20:00.000Z,5.106849,2016-05-09T23:20:00.000Z,7.989443779,2016-05-09T23:20:00.000Z,6.347733021,2016-05-09T23:20:00.000Z,3.51866889,2016-05-09T23:20:00.000Z,3.603835,2016-05-09T23:20:00.000Z,3.502683,2016-05-09T23:20:00.000Z,2.203727961
2016-05-09T23:25:00.000Z,8.145085,2016-05-09T23:25:00.000Z,8.031037331,2016-05-09T23:25:00.000Z,8.236889,2016-05-09T23:25:00.000Z,5.103645,2016-05-09T23:25:00.000Z,7.99933,2016-05-09T23:25:00.000Z,6.337163,2016-05-09T23:25:00.000Z,3.49485898,2016-05-09T23:25:00.000Z,3.612917,2016-05-09T23:25:00.000Z,3.519622,2016-05-09T23:25:00.000Z,2.224409103
