Date,Value,Date,Value,Date,Value,Date,Value,Date,Value
2016-05-09T13:35:00.000Z,9.583311081,2016-05-09T13:35:00.000Z,8.064078,2016-05-09T13:35:00.000Z,8.197286,2016-05-09T13:35:00.000Z,5.134550095,2016-05-09T13:35:00.000Z,6.346702099
2016-05-09T13:40:00.000Z,9.56446,2016-05-09T13:40:00.000Z,8.072398,2016-05-09T13:40:00.000Z,8.184501,2016-05-09T13:40:00.000Z,5.115855217,2016-05-09T13:40:00.000Z,6.339719
2016-05-09T13:45:00.000Z,9.598535538,2016-05-09T13:45:00.000Z,8.077282906,2016-05-09T13:45:00.000Z,8.211936,2016-05-09T13:45:00.000Z,5.113374,2016-05-09T13:45:00.000Z,6.354523
2016-05-09T13:50:00.000Z,9.571978569,2016-05-09T13:50:00.000Z,8.111125946,2016-05-09T13:50:00.000Z,8.223917007,2016-05-09T13:50:00.000Z,5.107192039,2016-05-09T13:50:00.000Z,6.331898
2016-05-09T13:55:00.000Z,9.564958,2016-05-09T13:55:00.000Z,8.060379,2016-05-09T13:55:00.000Z,8.210408211,2016-05-09T13:55:00.000Z,5.126578808,2016-05-09T13:55:00.000Z,6.361316
2016-05-09T14:00:00.000Z,9.590103,2016-05-09T14:00:00.000Z,8.091513,2016-05-09T14:00:00.000Z,8.213536,2016-05-09T14:00:00.000Z,5.103188038,2016-05-09T14:00:00.000Z,6.39000988
2016-05-09T14:05:00.000Z,9.560150146,2016-05-09T14:05:00.000Z,8.082927704,2016-05-09T14:05:00.000Z,8.195604,2016-05-09T14:05:00.000Z,5.110017,2016-05-09T14:05:00.000Z,6.383447
2016-05-09T14:10:00.000Z,9.551450729,2016-05-09T14:10:00.000Z,8.07171154,2016-05-09T14:10:00.000Z,8.202588,2016-05-09T14:10:00.000Z,5.115472794,2016-05-09T14:10:00.000Z,6.411149025
2016-05-09T14:15:00.000Z,9.566099167,2016-05-09T14:15:00.000Z,8.077242851,2016-05-09T14:15:00.000Z,8.2251,2016-05-09T14:15:00.000Z,5.120968819,2016-05-09T14:15:00.000Z,6.40607214
2016-05-09T14:20:00.000Z,9.588230133,2016-05-09T14:20:00.000Z,8.095941544,2016-05-09T14:20:00.000Z,8.207318,2016-05-09T14:20:00.000Z,5.103455067,2016-05-09T14:20:00.000Z,6.432935
2016-05-09T14:25:00.000Z,9.578732,2016-05-09T14:25:00.000Z,8.081249237,2016-05-09T14:25:00.000Z,8.188353539,2016-05-09T14:25:00.000Z,5.121198,2016-05-09T14:25:00.000Z,6.41061306
2016-05-09T14:30:00.000Z,9.568659,2016-05-09T14:30:00.000Z,8.079303741,2016-05-09T14:30:00.000Z,8.186712265,2016-05-09T14:30:00.000Z,5.110475063,2016-05-09T14:30:00.000Z,6.415079117
2016-05-09T14:35:00.000Z,9.55766964,2016-05-09T14:35:00.000Z,8.091094017,2016-05-09T14:35:00.000Z,8.190833092,2016-05-09T14:35:00.000Z,5.114936829,2016-05-09T14:35:00.000Z,6.418015003
2016-05-09T14:40:00.000Z,9.552631,2016-05-09T14:40:00.000Z,8.092429161,2016-05-09T14:40:00.000Z,8.176335,2016-05-09T14:40:00.000Z,5.123218,2016-05-09T14:40:00.000Z,6.427361965
2016-05-09T14:45:00.000Z,9.560034,2016-05-09T14:45:00.000Z,8.102692604,2016-05-09T14:45:00.000Z,8.145926476,2016-05-09T14:45:00.000Z,5.145998,2016-05-09T14:45:00.000Z,6.420496
2016-05-09T14:50:00.000Z,9.552748,2016-05-09T14:50:00.000Z,8.111432076,2016-05-09T14:50:00.000Z,8.138256073,2016-05-09T14:50:00.000Z,5.132948875,2016-05-09T14:50:00.000Z,6.457127
2016-05-09T14:55:00.000Z,9.563318,2016-05-09T14:55:00.000Z,8.119750023,2016-05-09T14:55:00.000Z,8.118567467,2016-05-09T14:55:00.000Z,5.145197,2016-05-09T14:55:00.000Z,6.441558
2016-05-09T15:00:00.000Z,9.556449,2016-05-09T15:00:00.000Z,8.112194,2016-05-09T15:00:00.000Z,8.16008,2016-05-09T15:00:00.000Z,5.119748,2016-05-09T15:00:00.000Z,6.422366
2016-05-09T15:05:00.000Z,9.583922,2016-05-09T15:05:00.000Z,8.098688,2016-05-09T15:05:00.000Z,8.142834,2016-05-09T15:05:00.000Z,5.129858,2016-05-09T15:05:00.000Z,6.459188
2016-05-09T15:10:00.000Z,9.579991341,2016-05-09T15:10:00.000Z,8.111774445,2016-05-09T15:10:00.000Z,8.153746,2016-05-09T15:10:00.000Z,5.152904987,2016-05-09T15:10:00.000Z,6.439308167
2016-05-09T15:15:00.000Z,9.580716133,2016-05-09T15:15:00.000Z,8.093805313,2016-05-09T15:15:00.000Z,8.130279541,2016-05-09T15:15:00.000Z,5.136458874,2016-05-09T15:15:00.000Z,6.424272
2016-05-09T15:20:00.000Z,9.568276,2016-05-09T15:20:00.000Z,8.11704,2016-05-09T15:20:00.000Z,8.122649,2016-05-09T15:20:00.000Z,5.13005,2016-05-09T15:20:00.000Z,6.432285786
2016-05-09T15:25:00.000Z,9.58525753,2016-05-09T15:25:00.000Z,8.114749908,2016-05-09T15:25:00.000Z,8.135663033,2016-05-09T15:25:00.000Z,5.109864235,2016-05-09T15:25:00.000Z,6.458155
2016-05-09T15:30:00.000Z,9.571714401,2016-05-09T15:30:00.000Z,8.102733,2016-05-09T15:30:00.000Z,8.107382774,2016-05-09T15:30:00.000Z,5.141116,2016-05-09T15:30:00.000Z,6.444763
2016-05-09T15:35:00.000Z,9.570033,2016-05-09T15:35:00.000Z,8.10135746,2016-05-09T15:35:00.000Z,8.093766,2016-05-09T15:35:00.000Z,5.133712,2016-05-09T15:35:00.000Z,6.458499908
2016-05-09T15:40:00.000Z,9.570487,2016-05-09T15:40:00.000Z,8.125318527,2016-05-09T15:40:00.000Z,8.078083038,2016-05-09T15:40:00.000Z,5.148667,2016-05-09T15:40:00.000Z,6.424653
2016-05-09T15:45:00.000Z,9.57385,2016-05-09T15:45:00.000Z,8.116123,2016-05-09T15:45:00.000Z,8.093153954,2016-05-09T15:45:00.000Z,5.137909,2016-05-09T15:45:00.000Z,6.418626
2016-05-09T15:50:00.000Z,9.598536,2016-05-09T15:50:00.000Z,8.132528,2016-05-09T15:50:00.000Z,8.0711,2016-05-09T15:50:00.000Z,5.157217026,2016-05-09T15:50:00.000Z,6.415956
2016-05-09T15:55:00.000Z,9.573466301,2016-05-09T15:55:00.000Z,8.136041,2016-05-09T15:55:00.000Z,8.045191765,2016-05-09T15:55:00.000Z,5.139856815,2016-05-09T15:55:00.000Z,6.42702198
2016-05-09T16:00:00.000Z,9.579686165,2016-05-09T16:00:00.000Z,8.122687,2016-05-09T16:00:00.000Z,8.076632,2016-05-09T16:00:00.000Z,5.120547771,2016-05-09T16:00:00.000Z,6.420153
2016-05-09T16:05:00.000Z,9.583348,2016-05-09T16:05:00.000Z,8.124864,2016-05-09T16:05:00.000Z,8.051258,2016-05-09T16:05:00.000Z,5.133103,2016-05-09T16:05:00.000Z,6.406492
2016-05-09T16:10:00.000Z,9.58785,2016-05-09T16:10:00.000Z,8.1136446,2016-05-09T16:10:00.000Z,8.032256,2016-05-09T16:10:00.000Z,5.157406807,2016-05-09T16:10:00.000Z,6.398862
2016-05-09T16:15:00.000Z,9.587506294,2016-05-09T16:15:00.000Z,8.141309,2016-05-09T16:15:00.000Z,8.023137093,2016-05-09T16:15:00.000Z,5.152295,2016-05-09T16:15:00.000Z,6.393177032
2016-05-09T16:20:00.000Z,9.596475601,2016-05-09T16:20:00.000Z,8.14821434,2016-05-09T16:20:00.000Z,8.019017,2016-05-09T16:20:00.000Z,5.147371769,2016-05-09T16:20:00.000Z,6.390924931
2016-05-09T16:25:00.000Z,9.588576,2016-05-09T16:25:00.000Z,8.149588,2016-05-09T16:25:00.000Z,8.026876,2016-05-09T16:25:00.000Z,5.148631,2016-05-09T16:25:00.000Z,6.352540016
2016-05-09T16:30:00.000Z,9.576634,2016-05-09T16:30:00.000Z,8.127267,2016-05-09T16:30:00.000Z,8.04069,2016-05-09T16:30:00.000Z,5.132071972,2016-05-09T16:30:00.000Z,6.330866814
2016-05-09T16:35:00.000Z,9.593996048,2016-05-09T16:35:00.000Z,8.141764641,2016-05-09T16:35:00.000Z,8.028859138,2016-05-09T16:35:00.000Z,5.163435,2016-05-09T16:35:00.000Z,6.322511196
2016-05-09T16:40:00.000Z,9.589034,2016-05-09T16:40:00.000Z,8.133372,2016-05-09T16:40:00.000Z,8.002989769,2016-05-09T16:40:00.000Z,5.139551163,2016-05-09T16:40:00.000Z,6.318770885
2016-05-09T16:45:00.000Z,9.563429832,2016-05-09T16:45:00.000Z,8.15836525,2016-05-09T16:45:00.000Z,8.018787,2016-05-09T16:45:00.000Z,5.141112804,2016-05-09T16:45:00.000Z,6.306868
2016-05-09T16:50:00.000Z,9.56343,2016-05-09T16:50:00.000Z,8.146838,2016-05-09T16:50:00.000Z,8.027563,2016-05-09T16:50:00.000Z,5.16336,2016-05-09T16:50:00.000Z,6.281682
2016-05-09T16:55:00.000Z,9.577625275,2016-05-09T16:55:00.000Z,8.155884743,2016-05-09T16:55:00.000Z,8.014972687,2016-05-09T16:55:00.000Z,5.145540237,2016-05-09T16:55:00.000Z,6.30221
2016-05-09T17:00:00.000Z,9.60822773,2016-05-09T17:00:00.000Z,8.146574,2016-05-09T17:00:00.000Z,8.006578445,2016-05-09T17:00:00.000Z,5.133368,2016-05-09T17:00:00.000Z,6.304422
2016-05-09T17:05:00.000Z,9.576784134,2016-05-09T17:05:00.000Z,8.158822,2016-05-09T17:05:00.000Z,7.97098,2016-05-09T17:05:00.000Z,5.146761894,2016-05-09T17:05:00.000Z,6.257454
2016-05-09T17:10:00.000Z,9.566941261,2016-05-09T17:10:00.000Z,8.152983665,2016-05-09T17:10:00.000Z,7.962812,2016-05-09T17:10:00.000Z,5.114823818,2016-05-09T17:10:00.000Z,6.244328
2016-05-09T17:15:00.000Z,9.586554,2016-05-09T17:15:00.000Z,8.160041809,2016-05-09T17:15:00.000Z,7.989942074,2016-05-09T17:15:00.000Z,5.132453918,2016-05-09T17:15:00.000Z,6.248525
2016-05-09T17:20:00.000Z,9.558204,2016-05-09T17:20:00.000Z,8.158285,2016-05-09T17:20:00.000Z,8.009285,2016-05-09T17:20:00.000Z,5.140009,2016-05-09T17:20:00.000Z,6.237459
2016-05-09T17:25:00.000Z,9.594183922,2016-05-09T17:25:00.000Z,8.183087,2016-05-09T17:25:00.000Z,8.034471,2016-05-09T17:25:00.000Z,5.130011082,2016-05-09T17:25:00.000Z,6.249708
2016-05-09T17:30:00.000Z,9.581325531,2016-05-09T17:30:00.000Z,8.17118454,2016-05-09T17:30:00.000Z,8.010927,2016-05-09T17:30:00.000Z,5.161032,2016-05-09T17:30:00.000Z,6.231965065
2016-05-09T17:35:00.000Z,9.57789135,2016-05-09T17:35:00.000Z,8.187170982,2016-05-09T17:35:00.000Z,8.026761,2016-05-09T17:35:00.000Z,5.127836227,2016-05-09T17:35:00.000Z,6.220973015
2016-05-09T17:40:00.000Z,9.589148,2016-05-09T17:40:00.000Z,8.161719,2016-05-09T17:40:00.000Z,8.046527863,2016-05-09T17:40:00.000Z,5.150347,2016-05-09T17:40:00.000Z,6.231775
2016-05-09T17:45:00.000Z,9.584072113,2016-05-09T17:45:00.000Z,8.155463,2016-05-09T17:45:00.000Z,8.029929161,2016-05-09T17:45:00.000Z,5.166451,2016-05-09T17:45:00.000Z,6.206017
2016-05-09T17:50:00.000Z,9.596014,2016-05-09T17:50:00.000Z,8.175536156,2016-05-09T17:50:00.000Z,8.057784,2016-05-09T17:50:00.000Z,5.152448177,2016-05-09T17:50:00.000Z,6.219984055
2016-05-09T17:55:00.000Z,9.584262848,2016-05-09T17:55:00.000Z,8.151343346,2016-05-09T17:55:00.000Z,8.048473358,2016-05-09T17:55:00.000Z,5.135657787,2016-05-09T17:55:00.000Z,6.247152
2016-05-09T18:00:00.000Z,9.591018677,2016-05-09T18:00:00.000Z,8.155884,2016-05-09T18:00:00.000Z,8.045382,2016-05-09T18:00:00.000Z,5.141725063,2016-05-09T18:00:00.000Z,6.202201
2016-05-09T18:05:00.000Z,9.594605446,2016-05-09T18:05:00.000Z,8.160728455,2016-05-09T18:05:00.000Z,8.041148,2016-05-09T18:05:00.000Z,5.11368,2016-05-09T18:05:00.000Z,6.242499
2016-05-09T18:10:00.000Z,9.585788,2016-05-09T18:10:00.000Z,8.184919,2016-05-09T18:10:00.000Z,8.048549652,2016-05-09T18:10:00.000Z,5.142067,2016-05-09T18:10:00.000Z,6.210598
2016-05-09T18:15:00.000Z,9.616851,2016-05-09T18:15:00.000Z,8.165040016,2016-05-09T18:15:00.000Z,8.059807777,2016-05-09T18:15:00.000Z,5.135087,2016-05-09T18:15:00.000Z,6.229141235
2016-05-09T18:20:00.000Z,9.599411,2016-05-09T18:20:00.000Z,8.158593,2016-05-09T18:20:00.000Z,8.053242,2016-05-09T18:20:00.000Z,5.139586926,2016-05-09T18:20:00.000Z,6.220748
2016-05-09T18:25:00.000Z,9.612578392,2016-05-09T18:25:00.000Z,8.152486,2016-05-09T18:25:00.000Z,8.071977,2016-05-09T18:25:00.000Z,5.145236,2016-05-09T18:25:00.000Z,6.218533993
2016-05-09T18:30:00.000Z,9.620397568,2016-05-09T18:30:00.000Z,8.182860374,2016-05-09T18:30:00.000Z,8.08144,2016-05-09T18:30:00.000Z,5.154928207,2016-05-09T18:30:00.000Z,6.220938
2016-05-09T18:35:00.000Z,9.608456,2016-05-09T18:35:00.000Z,8.176948,2016-05-09T18:35:00.000Z,8.082584381,2016-05-09T18:35:00.000Z,5.168437004,2016-05-09T18:35:00.000Z,6.247114182
2016-05-09T18:40:00.000Z,9.617995,2016-05-09T18:40:00.000Z,8.178891182,2016-05-09T18:40:00.000Z,8.082471,2016-05-09T18:40:00.000Z,5.144053,2016-05-09T18:40:00.000Z,6.557249069
2016-05-09T18:45:00.000Z,9.593843,2016-05-09T18:45:00.000Z,8.174998283,2016-05-09T18:45:00.000Z,8.081516266,2016-05-09T18:45:00.000Z,5.165459156,2016-05-09T18:45:00.000Z,7.798093
2016-05-09T18:50:00.000Z,9.609103203,2016-05-09T18:50:00.000Z,8.175877571,2016-05-09T18:50:00.000Z,8.083957672,2016-05-09T18:50:00.000Z,5.142793,2016-05-09T18:50:00.000Z,7.796678066
2016-05-09T18:55:00.000Z,9.612348,2016-05-09T18:55:00.000Z,8.151380539,2016-05-09T18:55:00.000Z,8.093232155,2016-05-09T18:55:00.000Z,5.152716,2016-05-09T18:55:00.000Z,7.795573235
2016-05-09T19:00:00.000Z,9.613493,2016-05-09T19:00:00.000Z,8.158859,2016-05-09T19:00:00.000Z,8.065224648,2016-05-09T19:00:00.000Z,5.127683,2016-05-09T19:00:00.000Z,7.816789
2016-05-09T19:05:00.000Z,9.59659,2016-05-09T19:05:00.000Z,8.133945,2016-05-09T19:05:00.000Z,8.101244,2016-05-09T19:05:00.000Z,5.154658794,2016-05-09T19:05:00.000Z,7.82026
2016-05-09T19:10:00.000Z,9.586324692,2016-05-09T19:10:00.000Z,8.121696,2016-05-09T19:10:00.000Z,8.086476,2016-05-09T19:10:00.000Z,5.150194,2016-05-09T19:10:00.000Z,7.826592922
2016-05-09T19:15:00.000Z,9.583425,2016-05-09T19:15:00.000Z,8.127685547,2016-05-09T19:15:00.000Z,8.087848663,2016-05-09T19:15:00.000Z,5.134017,2016-05-09T19:15:00.000Z,7.873374939
2016-05-09T19:20:00.000Z,9.624670029,2016-05-09T19:20:00.000Z,8.106166,2016-05-09T19:20:00.000Z,8.111201286,2016-05-09T19:20:00.000Z,5.156339,2016-05-09T19:20:00.000Z,7.864902973
2016-05-09T19:25:00.000Z,9.595137,2016-05-09T19:25:00.000Z,8.08697319,2016-05-09T19:25:00.000Z,8.091094,2016-05-09T19:25:00.000Z,5.177361965,2016-05-09T19:25:00.000Z,7.876655
2016-05-09T19:30:00.000Z,9.623185,2016-05-09T19:30:00.000Z,8.079188347,2016-05-09T19:30:00.000Z,8.100518227,2016-05-09T19:30:00.000Z,5.16069,2016-05-09T19:30:00.000Z,7.873258114
2016-05-09T19:35:00.000Z,9.615018845,2016-05-09T19:35:00.000Z,8.052747726,2016-05-09T19:35:00.000Z,8.095480919,2016-05-09T19:35:00.000Z,5.132492,2016-05-09T19:35:00.000Z,7.891154
2016-05-09T19:40:00.000Z,9.627039909,2016-05-09T19:40:00.000Z,8.061600685,2016-05-09T19:40:00.000Z,8.099527,2016-05-09T19:40:00.000Z,5.17553091,2016-05-09T19:40:00.000Z,7.906456
2016-05-09T19:45:00.000Z,9.633677,2016-05-09T19:45:00.000Z,8.029469,2016-05-09T19:45:00.000Z,8.100062,2016-05-09T19:45:00.000Z,5.134739876,2016-05-09T19:45:00.000Z,7.900580883
2016-05-09T19:50:00.000Z,9.624976158,2016-05-09T19:50:00.000Z,8.020847,2016-05-09T19:50:00.000Z,8.117307,2016-05-09T19:50:00.000Z,5.166106,2016-05-09T19:50:00.000Z,7.893404961
2016-05-09T19:55:00.000Z,9.621543,2016-05-09T19:55:00.000Z,8.005205154,2016-05-09T19:55:00.000Z,8.122571945,2016-05-09T19:55:00.000Z,5.177895069,2016-05-09T19:55:00.000Z,7.921794891
2016-05-09T20:00:00.000Z,9.625244141,2016-05-09T20:00:00.000Z,8.027029991,2016-05-09T20:00:00.000Z,8.126120567,2016-05-09T20:00:00.000Z,5.157408,2016-05-09T20:00:00.000Z,7.891728
2016-05-09T20:05:00.000Z,9.585983,2016-05-09T20:05:00.000Z,8.023901939,2016-05-09T20:05:00.000Z,8.119405746,2016-05-09T20:05:00.000Z,5.120778084,2016-05-09T20:05:00.000Z,7.902869
2016-05-09T20:10:00.000Z,9.608838081,2016-05-09T20:10:00.000Z,8.053511,2016-05-09T20:10:00.000Z,8.128107,2016-05-09T20:10:00.000Z,5.140275002,2016-05-09T20:10:00.000Z,7.891267776
2016-05-09T20:15:00.000Z,9.613377,2016-05-09T20:15:00.000Z,8.04587841,2016-05-09T20:15:00.000Z,8.113912582,2016-05-09T20:15:00.000Z,5.155461788,2016-05-09T20:15:00.000Z,7.903212
2016-05-09T20:20:00.000Z,9.63215,2016-05-09T20:20:00.000Z,8.01043,2016-05-09T20:20:00.000Z,8.124940872,2016-05-09T20:20:00.000Z,5.139854908,2016-05-09T20:20:00.000Z,7.907599926
2016-05-09T20:25:00.000Z,9.61124,2016-05-09T20:25:00.000Z,7.988874,2016-05-09T20:25:00.000Z,8.133255959,2016-05-09T20:25:00.000Z,5.155345,2016-05-09T20:25:00.000Z,7.922861
2016-05-09T20:30:00.000Z,9.6299,2016-05-09T20:30:00.000Z,7.995511055,2016-05-09T20:30:00.000Z,8.135318,2016-05-09T20:30:00.000Z,5.162900925,2016-05-09T20:30:00.000Z,7.90771389
2016-05-09T20:35:00.000Z,9.597006798,2016-05-09T20:35:00.000Z,7.964757919,2016-05-09T20:35:00.000Z,8.144283295,2016-05-09T20:35:00.000Z,5.152409,2016-05-09T20:35:00.000Z,7.89184
2016-05-09T20:40:00.000Z,9.61662,2016-05-09T20:40:00.000Z,7.973,2016-05-09T20:40:00.000Z,8.144245,2016-05-09T20:40:00.000Z,5.132071972,2016-05-09T20:40:00.000Z,7.902183056
2016-05-09T20:45:00.000Z,9.604603767,2016-05-09T20:45:00.000Z,7.972010136,2016-05-09T20:45:00.000Z,8.142643,2016-05-09T20:45:00.000Z,5.163014,2016-05-09T20:45:00.000Z,7.902372837
2016-05-09T20:50:00.000Z,9.591856003,2016-05-09T20:50:00.000Z,7.960485935,2016-05-09T20:50:00.000Z,8.141306877,2016-05-09T20:50:00.000Z,5.173851,2016-05-09T20:50:00.000Z,7.920461
2016-05-09T20:55:00.000Z,9.620477,2016-05-09T20:55:00.000Z,8.001196861,2016-05-09T20:55:00.000Z,8.159966469,2016-05-09T20:55:00.000Z,5.149587154,2016-05-09T20:55:00.000Z,7.873602
2016-05-09T21:00:00.000Z,9.629289,2016-05-09T21:00:00.000Z,8.022413,2016-05-09T21:00:00.000Z,8.157027245,2016-05-09T21:00:00.000Z,5.170418,2016-05-09T21:00:00.000Z,7.917026043
2016-05-09T21:05:00.000Z,9.622381,2016-05-09T21:05:00.000Z,8.052364,2016-05-09T21:05:00.000Z,8.170269,2016-05-09T21:05:00.000Z,5.155232,2016-05-09T21:05:00.000Z,7.902526855
2016-05-09T21:10:00.000Z,9.625207,2016-05-09T21:10:00.000Z,8.046412468,2016-05-09T21:10:00.000Z,8.150578,2016-05-09T21:10:00.000Z,5.17969,2016-05-09T21:10:00.000Z,7.926565
2016-05-09T21:15:00.000Z,9.608380318,2016-05-09T21:15:00.000Z,8.066331,2016-05-09T21:15:00.000Z,8.162447,2016-05-09T21:15:00.000Z,5.130697,2016-05-09T21:15:00.000Z,7.906799
2016-05-09T21:20:00.000Z,9.600749969,2016-05-09T21:20:00.000Z,8.056943893,2016-05-09T21:20:00.000Z,8.122419357,2016-05-09T21:20:00.000Z,5.119252,2016-05-09T21:20:00.000Z,7.917253017
2016-05-09T21:25:00.000Z,9.615859,2016-05-09T21:25:00.000Z,8.094832,2016-05-09T21:25:00.000Z,8.171832085,2016-05-09T21:25:00.000Z,5.138864,2016-05-09T21:25:00.000Z,7.926868
2016-05-09T21:30:00.000Z,9.613798141,2016-05-09T21:30:00.000Z,8.099564552,2016-05-09T21:30:00.000Z,8.163284302,2016-05-09T21:30:00.000Z,5.130660057,2016-05-09T21:30:00.000Z,7.925418854
2016-05-09T21:35:00.000Z,9.637379,2016-05-09T21:35:00.000Z,8.110858,2016-05-09T21:35:00.000Z,8.167941,2016-05-09T21:35:00.000Z,5.152295113,2016-05-09T21:35:00.000Z,7.91988802
2016-05-09T21:40:00.000Z,9.608875275,2016-05-09T21:40:00.000Z,8.090788,2016-05-09T21:40:00.000Z,8.169390678,2016-05-09T21:40:00.000Z,5.125242,2016-05-09T21:40:00.000Z,7.928853035
2016-05-09T21:45:00.000Z,9.620245934,2016-05-09T21:45:00.000Z,8.113071442,2016-05-09T21:45:00.000Z,8.15519619,2016-05-09T21:45:00.000Z,5.145542145,2016-05-09T21:45:00.000Z,7.910118
2016-05-09T21:50:00.000Z,9.620093,2016-05-09T21:50:00.000Z,8.112652,2016-05-09T21:50:00.000Z,8.18347,2016-05-09T21:50:00.000Z,5.143671,2016-05-09T21:50:00.000Z,7.964643
2016-05-09T21:55:00.000Z,9.628945,2016-05-09T21:55:00.000Z,8.111470222,2016-05-09T21:55:00.000Z,8.18969059,2016-05-09T21:55:00.000Z,5.139972,2016-05-09T21:55:00.000Z,7.926679134
2016-05-09T22:00:00.000Z,9.617234,2016-05-09T22:00:00.000Z,8.114866257,2016-05-09T22:00:00.000Z,8.187666,2016-05-09T22:00:00.000Z,5.122647762,2016-05-09T22:00:00.000Z,7.975978
2016-05-09T22:05:00.000Z,9.622191,2016-05-09T22:05:00.000Z,8.128450394,2016-05-09T22:05:00.000Z,8.237269,2016-05-09T22:05:00.000Z,5.137871,2016-05-09T22:05:00.000Z,7.941483
2016-05-09T22:10:00.000Z,9.616393,2016-05-09T22:10:00.000Z,8.104335785,2016-05-09T22:10:00.000Z,8.243109,2016-05-09T22:10:00.000Z,5.116504,2016-05-09T22:10:00.000Z,7.938202
2016-05-09T22:15:00.000Z,9.623605728,2016-05-09T22:15:00.000Z,8.129136086,2016-05-09T22:15:00.000Z,8.224412918,2016-05-09T22:15:00.000Z,5.138558865,2016-05-09T22:15:00.000Z,7.964911
2016-05-09T22:20:00.000Z,9.630396,2016-05-09T22:20:00.000Z,8.117536,2016-05-09T22:20:00.000Z,8.25508976,2016-05-09T22:20:00.000Z,5.130583,2016-05-09T22:20:00.000Z,7.961361885
2016-05-09T22:25:00.000Z,9.624635696,2016-05-09T22:25:00.000Z,8.134247,2016-05-09T22:25:00.000Z,8.253183,2016-05-09T22:25:00.000Z,5.144052029,2016-05-09T22:25:00.000Z,7.983034134
2016-05-09T22:30:00.000Z,9.635738,2016-05-09T22:30:00.000Z,8.118643761,2016-05-09T22:30:00.000Z,8.250547409,2016-05-09T22:30:00.000Z,5.129898,2016-05-09T22:30:00.000Z,7.9867
2016-05-09T22:35:00.000Z,9.627343,2016-05-09T22:35:00.000Z,8.105287552,2016-05-09T22:35:00.000Z,8.244214058,2016-05-09T22:35:00.000Z,5.132909775,2016-05-09T22:35:00.000Z,7.976129055
2016-05-09T22:40:00.000Z,9.63657856,2016-05-09T22:40:00.000Z,8.111124992,2016-05-09T22:40:00.000Z,8.259058,2016-05-09T22:40:00.000Z,5.120204926,2016-05-09T22:40:00.000Z,7.984293938
2016-05-09T22:45:00.000Z,9.635774612,2016-05-09T22:45:00.000Z,8.116584,2016-05-09T22:45:00.000Z,8.254709244,2016-05-09T22:45:00.000Z,5.116466,2016-05-09T22:45:00.000Z,7.988683
2016-05-09T22:50:00.000Z,9.644931793,2016-05-09T22:50:00.000Z,8.118144989,2016-05-09T22:50:00.000Z,8.256271362,2016-05-09T22:50:00.000Z,5.136765,2016-05-09T22:50:00.000Z,7.973382
2016-05-09T22:55:00.000Z,9.112654,2016-05-09T22:55:00.000Z,8.109141,2016-05-09T22:55:00.000Z,8.241735,2016-05-09T22:55:00.000Z,5.121119976,2016-05-09T22:55:00.000Z,7.975519
2016-05-09T23:00:00.000Z,8.147678375,2016-05-09T23:00:00.000Z,8.10921669,2016-05-09T23:00:00.000Z,8.266879082,2016-05-09T23:00:00.000Z,5.125241,2016-05-09T23:00:00.000Z,8.002838
2016-05-09T23:05:00.000Z,8.163628578,2016-05-09T23:05:00.000Z,8.089798,2016-05-09T23:05:00.000Z,8.245130539,2016-05-09T23:05:00.000Z,5.13928318,2016-05-09T23:05:00.000Z,7.994024
2016-05-09T23:10:00.000Z,8.147678375,2016-05-09T23:10:00.000Z,8.110097,2016-05-09T23:10:00.000Z,8.241734,2016-05-09T23:10:00.000Z,5.103378,2016-05-09T23:10:00.000Z,8.004057884
2016-05-09T23:15:00.000Z,8.158669,2016-05-09T23:15:00.000Z,8.080526,2016-05-09T23:15:00.000Z,8.243792534,2016-05-09T23:15:00.000Z,5.111430168,2016-05-09T23:15:00.000Z,8.00093
2016-05-09T23:20:00.000Z,8.13428688,2016-05-09T23:20:00.000Z,8.031648,2016-05-09T23:20:00.000Z,8.250015,2016-05-09T23:20:00.000Z,5.106849,2016-05-09T23:20:00.000Z,7.989443779
2016-05-09T23:25:00.000Z,8.145085,2016-05-09T23:25:00.000Z,8.031037331,2016-05-09T23:25:00.000Z,8.236889,2016-05-09T23:25:00.000Z,5.103645,2016-05-09T23:25:00.000Z,7.99933
2016-05-09T23:30:00.000Z,8.165158,2016-05-09T23:30:00.000Z,8.017221,2016-05-09T23:30:00.000Z,8.275159836,2016-05-09T23:30:00.000Z,5.117150784,2016-05-09T23:30:00.000Z,8.027486
2016-05-09T23:35:00.000Z,8.152411461,2016-05-09T23:35:00.000Z,8.00753212,2016-05-09T23:35:00.000Z,8.26505,2016-05-09T23:35:00.000Z,5.114327,2016-05-09T23:35:00.000Z,8.028365135
2016-05-09T23:40:00.000Z,8.145466,2016-05-09T23:40:00.000Z,8.033896446,2016-05-09T23:40:00.000Z,8.265811,2016-05-09T23:40:00.000Z,5.100668,2016-05-09T23:40:00.000Z,7.998718
2016-05-09T23:45:00.000Z,8.191331,2016-05-09T23:45:00.000Z,8.057249069,2016-05-09T23:45:00.000Z,8.263941765,2016-05-09T23:45:00.000Z,5.064725,2016-05-09T23:45:00.000Z,8.038208961
2016-05-09T23:50:00.000Z,8.169772148,2016-05-09T23:50:00.000Z,8.03515625,2016-05-09T23:50:00.000Z,8.266382217,2016-05-09T23:50:00.000Z,5.081933,2016-05-09T23:50:00.000Z,7.997917
