Date,Value
2016-05-10T10:50:00.000Z,8.103877
2016-05-10T10:55:00.000Z,8.117268
2016-05-10T11:00:00.000Z,8.137147
2016-05-10T11:05:00.000Z,8.124481201
2016-05-10T11:10:00.000Z,8.122229576
2016-05-10T11:15:00.000Z,8.107575417
2016-05-10T11:20:00.000Z,8.080904961
2016-05-10T11:25:00.000Z,8.050685883
2016-05-10T11:30:00.000Z,8.084685326
2016-05-10T11:35:00.000Z,8.075906754
2016-05-10T11:40:00.000Z,8.066711
2016-05-10T11:45:00.000Z,8.075260162
2016-05-10T11:50:00.000Z,8.055035
2016-05-10T11:55:00.000Z,8.061713219
2016-05-10T12:00:00.000Z,8.049580574
2016-05-10T12:05:00.000Z,8.06175
2016-05-10T12:10:00.000Z,8.03672
2016-05-10T12:15:00.000Z,8.04153
2016-05-10T12:20:00.000Z,8.036988
2016-05-10T12:25:00.000Z,8.059804
2016-05-10T12:30:00.000Z,8.016155243
2016-05-10T12:35:00.000Z,8.013901
2016-05-10T12:40:00.000Z,8.035653
2016-05-10T12:45:00.000Z,8.04336071
2016-05-10T12:50:00.000Z,8.019358635
2016-05-10T12:55:00.000Z,8.015089
2016-05-10T13:00:00.000Z,8.028708458
2016-05-10T13:05:00.000Z,8.010201
2016-05-10T13:10:00.000Z,8.01173
2016-05-10T13:15:00.000Z,8.027871
2016-05-10T13:20:00.000Z,8.00406
2016-05-10T13:25:00.000Z,7.987119198
2016-05-10T13:30:00.000Z,7.986814
2016-05-10T13:35:00.000Z,7.987272
2016-05-10T13:40:00.000Z,7.974373817
2016-05-10T13:45:00.000Z,7.968801
2016-05-10T13:50:00.000Z,7.961515
2016-05-10T13:55:00.000Z,7.97132206
2016-05-10T14:00:00.000Z,7.95781517
2016-05-10T14:05:00.000Z,7.927785
2016-05-10T14:10:00.000Z,7.970862865
2016-05-10T14:15:00.000Z,7.949379921
2016-05-10T14:20:00.000Z,7.976662
2016-05-10T14:25:00.000Z,8.004022598
2016-05-10T14:30:00.000Z,8.050495
2016-05-10T14:35:00.000Z,8.086401939
2016-05-10T14:40:00.000Z,8.089720726
2016-05-10T14:45:00.000Z,8.114635
2016-05-10T14:50:00.000Z,8.093229
2016-05-10T14:55:00.000Z,7.495511
2016-05-10T15:00:00.000Z,6.541757
2016-05-10T15:05:00.000Z,6.520542
2016-05-10T15:10:00.000Z,6.506804943
2016-05-10T15:15:00.000Z,6.551832
2016-05-10T15:20:00.000Z,6.525921822
2016-05-10T15:25:00.000Z,6.540725
2016-05-10T15:30:00.000Z,6.511689
2016-05-10T15:35:00.000Z,6.530039787
2016-05-10T15:40:00.000Z,6.526876
2016-05-10T15:45:00.000Z,6.554269791
2016-05-10T15:50:00.000Z,6.546487
2016-05-10T15:55:00.000Z,6.579379082
2016-05-10T16:00:00.000Z,6.561943
2016-05-10T16:05:00.000Z,6.525236
2016-05-10T16:10:00.000Z,6.569152832
2016-05-10T16:15:00.000Z,6.562209129
2016-05-10T16:20:00.000Z,6.559958
2016-05-10T16:25:00.000Z,6.589035
2016-05-10T16:30:00.000Z,6.530691147
2016-05-10T16:35:00.000Z,6.563695908
2016-05-10T16:40:00.000Z,6.562435
2016-05-10T16:45:00.000Z,6.552479
2016-05-10T16:50:00.000Z,6.578463078
2016-05-10T16:55:00.000Z,6.54915905
2016-05-10T17:00:00.000Z,6.572434
2016-05-10T17:05:00.000Z,6.585672855
2016-05-10T17:10:00.000Z,6.580105
2016-05-10T17:15:00.000Z,6.577928066
2016-05-10T17:20:00.000Z,6.572091103
2016-05-10T17:25:00.000Z,6.561484
2016-05-10T17:30:00.000Z,6.584111214
2016-05-10T17:35:00.000Z,6.58808
2016-05-10T17:40:00.000Z,6.580905
2016-05-10T17:45:00.000Z,6.588037968
2016-05-10T17:50:00.000Z,6.59437418
2016-05-10T17:55:00.000Z,6.589487076
2016-05-10T18:00:00.000Z,6.578615
2016-05-10T18:05:00.000Z,6.59975481
2016-05-10T18:10:00.000Z,6.572053
2016-05-10T18:15:00.000Z,6.574876
2016-05-10T18:20:00.000Z,6.59967804
2016-05-10T18:25:00.000Z,6.597579002
2016-05-10T18:30:00.000Z,6.597579
2016-05-10T18:35:00.000Z,6.594983
2016-05-10T18:40:00.000Z,6.587317944
2016-05-10T18:45:00.000Z,6.581439
2016-05-10T18:50:00.000Z,6.583880901
2016-05-10T18:55:00.000Z,6.591054
2016-05-10T19:00:00.000Z,6.593495846
2016-05-10T19:05:00.000Z,6.618565
2016-05-10T19:10:00.000Z,6.578537941
2016-05-10T19:15:00.000Z,6.581628799
2016-05-10T19:20:00.000Z,6.583346844
2016-05-10T19:25:00.000Z,6.636116
2016-05-10T19:30:00.000Z,6.614293098
2016-05-10T19:35:00.000Z,6.576364
2016-05-10T19:40:00.000Z,6.58476
2016-05-10T19:45:00.000Z,6.598571777
2016-05-10T19:50:00.000Z,6.583499
2016-05-10T19:55:00.000Z,6.57728
2016-05-10T20:00:00.000Z,6.603187084
2016-05-10T20:05:00.000Z,6.618831
2016-05-10T20:10:00.000Z,6.599372864
2016-05-10T20:15:00.000Z,6.583078861
2016-05-10T20:20:00.000Z,6.591208
2016-05-10T20:25:00.000Z,6.588002205
2016-05-10T20:30:00.000Z,6.583498001
2016-05-10T20:35:00.000Z,6.609977
2016-05-10T20:40:00.000Z,6.599256992
2016-05-10T20:45:00.000Z,6.593381882
2016-05-10T20:50:00.000Z,6.596282005
2016-05-10T20:55:00.000Z,6.625205
2016-05-10T21:00:00.000Z,6.615893
2016-05-10T21:05:00.000Z,6.610972
2016-05-10T21:10:00.000Z,6.633636951
2016-05-10T21:15:00.000Z,6.596395
2016-05-10T21:20:00.000Z,6.606812
2016-05-10T21:25:00.000Z,6.60555315
2016-05-10T21:30:00.000Z,6.631538
2016-05-10T21:35:00.000Z,6.599143
2016-05-10T21:40:00.000Z,6.602043
2016-05-10T21:45:00.000Z,6.613796
2016-05-10T21:50:00.000Z,6.587392
2016-05-10T21:55:00.000Z,6.590633
2016-05-10T22:00:00.000Z,6.584071
2016-05-10T22:05:00.000Z,6.589338
2016-05-10T22:10:00.000Z,6.605782986
2016-05-10T22:15:00.000Z,6.620739937
2016-05-10T22:20:00.000Z,6.597503
2016-05-10T22:25:00.000Z,6.628448
2016-05-10T22:30:00.000Z,6.582012177
2016-05-10T22:35:00.000Z,6.611620903
